smile,Polarizability,split
COCc1ccccc1-c1cnc2c(ccn2C)n1,192.21,train
CC(=O)N1CCC[C@H](Cn2c([C@H]3CCCCO3)nnc2N2CCCN(C(=O)OCC(C)C)CC2)C1,319.41,train
O=C(Cn1nccn1)N[C@@H]1CCN(C(=O)[C@@H]2Cc3cccnc3C2)C1,222.96,train
Cc1ccc(NC(=O)c2nnc(N3C[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C3)n2CC2(O)CCC2)cc1C,359.06,train
O=C(N[C@@H]1CCCC1(F)F)[C@@H]1Cc2ccccc2O1,154.99,train
O=S1(=O)CCN(Cc2cnns2)[C@@H]2CCC[C@@H]21,157.47,train
Cc1cc(C)c(C)c(OCC(=O)N(Cc2cccc(Cl)c2)[C@H](C)C(=O)NC2CCCCC2)c1,325.69,train
CCOc1ccc([N-]S(=O)(=O)c2cccnc2N2CCc3ncc(C[NH+]4CCCC4)n3CC2)cc1,326.59,train
Cc1cccnc1C(=O)N1CCC[C@]2(CCOC2)C1,174.59,train
CCC(CC)NC(=O)c1nnc(N2CCN(c3cccc(F)c3)C(=O)C2)n1C[C@H]1CCC[C@H]1OC,322.47,train
CCc1nnc(CNC(=O)NC[C@H]2CCC[C@@H]2C)s1,188.69,train
COC[C@@H](C)CC(=O)NCCCSC,142.47,train
CC[S@](=O)CCNc1ccc(F)cn1,134.43,train
CC[C@@H]1C[C@H]1C(=O)N1CCCC[C@@]2(CCN(c3nccn4nnnc34)C2)C1,254.35,train
CCCn1c2ccccc2c2nnc(S[C@H](CC)C(=O)Nc3ccc(OC(F)(F)F)cc3)nc21,337.93,train
COCC(C)(C)CCCn1c(-c2ccc(C)o2)nnc1N1CCN([C@H](C)C(=O)N2CCCC2)CC1,337.85,train
C=CCc1ccc(C(C)C)nc1Cl,137.55,train
CC(=O)NC[C@@H]1CN(c2nnc(COc3cc(C)ccc3C)n2CC2C[C@H](C)O[C@@H](C)C2)CCO1,327.37,train
Cc1ncsc1CN1C(=O)c2ccccc2C1=O,167.79,train
CN(CCCCCO)c1nccs1,131.29,train
COc1cc(C(=O)N[C@H]2C[C@H]3CC[C@@H]2N3C(=O)c2ccccn2)sn1,236.33,train
COCC(=O)N1CCC[C@@H](C)[C@H]1CNC(=O)c1cnc(N(C)C)cn1,239.31,train
Cc1cc(N2CCNC2=O)ccc1NC(=O)N[C@H](CO)CC1CCCC1,256.95,train
COCCC(=O)N(C)CCNC(=O)c1ncn[nH]1,153.08,train
CC[C@H](C)[C@](C)(O)Cn1c(-c2nn(CC)c(=O)c3ccccc32)nnc1N1CCC[C@](C)(OC)C1,338.97,train
CC(C)=C(F)C(=O)N1CC[C@@H](NC(=O)Cn2ccc(C)n2)[C@H](O)C1,211.98,train
NC(=O)C(=O)N1CC[C@@]2(C1)CN(C(=O)[C@H]1CCCC3(CC3)C1)CCO2,218.84,train
CNC(=O)CCCC(=O)N[C@@H](C)CCNc1ncnc2nc[nH]c21,214.93,train
C[C@H](C(N)=O)[N@@H+]1CCC[C@H](N(C)C(=O)[O-])C1,137.18,train
COc1cccc([C@@H](C)CC(=O)NCc2ccnc(OC3CCCC3)c2)c1,259.31,train
Cc1nc(CN2CCN(C(=O)NCCc3cccc(-c4ccccc4)c3)CC2)oc1C,307.91,train
CC/C(C)=C/C(=O)OCc1cnsn1,134.61,train
COCCCCC(=O)N1CCCSC1,139.86,train
CCC(CC)NC(=O)c1nnc(N2CCC[C@@H](c3ccnn3C)C2)n1CCC(=O)N1CCCCCC1,346.26,train
COc1cc(-c2nnc(N(C)C[C@@H]3CCCCO3)n2C[C@@H](C)N2CCOCC2)ccc1OC(C)C,342.07,train
CSC1(C(=O)NCCC2CSC2)CC1,150.89,train
CCC(=O)Nc1cc(NC(=O)CSc2nc(C3CC3)nc3sc(C)c(C)c32)ccc1C,346.84,train
O=C(OCC(F)(F)F)[C@H]1CCC(=O)C1,92.09,train
Cn1nc([C@H]2CCCOC2)cc1NC(=O)c1ccc(Oc2ccc(CC#N)cc2)cc1,306.9,train
COCC1(c2noc([C@H]3CN(C(=O)OC(C)(C)C)Cc4ccccc43)n2)CC1,256.17,train
CCN(Cc1csnn1)CC(F)(F)F,112.52,train
CC(=O)c1c(C)[nH]c(C(=O)[C@@H](C)Sc2nnc(Cc3cccs3)n2C2CCCCC2)c1C,332.57,train
CSc1c(C(=O)OC[C@H](C)C2CCC2)cnn1C,179.45,train
COC[C@H](C)Cn1c(-c2ccc3c(c2)OCCO3)nnc1N1CCC[C@@H](NC(=O)OC(C)(C)C)C1,336.82,train
COC(=O)[C@@H]1CN(C)CCN(C(=O)[C@H](CC(C)C)c2ccccc2)C1,231.77,train
CCOCCSC[C@H](C)C(F)(F)F,114.98,train
CCNC(=O)CON=C(N)C1(OC)CCOCC1,158.76,train
Cc1nccn1CC(=O)N[C@@H]1CCN(C(=O)c2cscn2)C[C@@H]1O,214.31,train
COC[C@H]1CN(c2nnc(Cc3ccncc3)n2CC(C)(C)c2ccc(OC)c(OC)c2)CCO1,323.61,train
CCOC(=O)c1cc(-c2cscn2)ncc1C,172.8,train
Cc1cc(N2CCN(c3nnc(CC4CC4)n3CCNC(=O)OC(C)(C)C)CC2)nc(C(C)C)n1,337.02,train
C[C@@H]1CCCCN1C(=O)OCCC(F)(F)F,121.23,train
O=C(c1cccnc1N1CC[C@]2(C[C@@H](Oc3cccnc3)CO2)C1)N1CCN(Cc2ccccc2)CC1,346.86,train
COC(=O)[C@@H]1CCCN(CC(F)F)C1,110.32,train
C[C@@H](CC(=O)OCCNS(C)(=O)=O)n1ccnc1,150.8,train
COCCNC(=O)C1CCN(c2nnc(-c3ccccn3)n2Cc2ccc(C(F)(F)F)cc2)CC1,310.79,train
Cc1cc(C)cc(OCc2nnc(N3CCC(CC#N)CC3)n2C[C@@H]2CCCCO2)c1,285.83,train
CCO[C@@H]1C[C@H]1C(=O)OCC(=O)N(C(C)C)C(C)C,173.15,train
CC(=O)N1CCc2cc(S(=O)(=O)N3CCN(CC[S@@](C)=O)CC3)c(Cl)cc21,270.6,train
CC(C)(C)NC(=O)c1sc2c(cccc2NC(=O)c2cc([N+](=O)[O-])ccc2Cl)c1Cl,317.82,train
COC1(C(=O)N[C@H]2CCS[C@H]2C)CC1,136.25,train
COc1ccccc1-c1csc(C2CCN(Cc3cc(=O)n4nccc4[nH]3)CC2)n1,299.13,train
Cn1c2ccccc2nc1[C@@H]1CCCN1S(=O)(=O)c1cccc2scnc21,269.12,train
CNc1nccc(C(=O)NC[C@@H]2CCCN(Cc3ncon3)C2)c1[N+](=O)[O-],238.0,train
COc1ccc2c(c1)c(C(=O)N[C@H](CO)C[C@@H](O)C(C)(C)C)c(C)n2C1CCCC1,300.28,train
COC[C@@H]1CCCN(c2nnc([C@@H]3CCCN3C(=O)OC(C)(C)C)n2CCCO[C@@H]2CCOC2)C1,318.99,train
Cc1nc(CNC(=O)N2CCC[C@@H](C(=O)c3ccc(F)cc3)C2)n[nH]1,219.35,train
Cc1nc2c(cccc2C(=O)NC(CO)CO)[nH]1,162.39,train
COc1cc(-c2nnc(N3CCC[C@@H](OC)C3)n2CCOc2ncccc2F)cc(OC)c1OC,325.03,train
Cc1cccc(O[C@@H](C)c2nnc(N3CCN(C)C(=O)[C@@H]3C)n2CC2(C(=O)N(C)C)CCCC2)c1C,334.53,train
CC[C@@H](O)CNS(=O)(=O)[C@H]1CCOC1,123.36,train
CO[C@@H](C)CNS(=O)(=O)N=S(C)(C)=O,129.22,train
COC[C@H]1CN(c2nnc(Cc3ccccc3C)n2CCc2nccc(C(F)(F)F)n2)C[C@@H](C)O1,304.76,train
O=S(=O)(N[C@H]1CCSC1)c1ccsc1,144.78,train
O=C(NCCCn1ccnc1)c1cccc(S(=O)(=O)NCc2ccc3c(c2)OCO3)c1,284.77,train
C[C@@H](c1cc2ccccc2o1)N(C)C(=O)CN1CCC[C@H](CNC(=O)C(C)(C)C)C1,288.75,train
CC[C@@H](C)NC(=O)CN1CCN(c2nnc(-c3c[nH]c4ccccc43)n2CCOC(C)(C)C)CC1,338.16,train
Cc1ccc(Cl)cc1NC1NC(=O)/C(=C/c2cn(Cc3ccc(Cl)cc3)c3ccccc23)S1,370.69,train
CCO[C@H](C)C(=O)OCCCCOC,126.34,train
COc1ccc([C@H]2C3C(=O)CC(C)(C)CC3=Nc3nc(SCc4cccc(F)c4)nn32)cc1,329.77,train
CC(C)COC(=O)N[C@H]1CCN(C(=O)C2CCC2)C1,171.72,train
CN(C[C@H]1CCCN(c2nnc([C@H]3CCC(=O)N3)n2CC2(O)CCCCC2)C1)C(=O)OC(C)(C)C,317.11,train
CC(C)(C)OC(=O)NC[C@H]1CCN(c2nnc(CCCc3ccccc3)n2CCn2cncn2)C1,323.88,train
CC(C)C(=O)NCCn1c(-c2cc(-c3ccccc3)[nH]n2)nnc1N1C[C@@H](C)O[C@H](C(F)(F)F)C1,321.41,train
Cc1ncc(CN2C[C@@H](O)[C@H](NC(=O)[C@]3(F)CCOC3)C2)s1,194.37,train
NC(=O)NC[C@@H]1CCCCN1C(=O)C[C@@H]1CCOC1,164.5,train
CCCC(=O)N(CCC)[C@@H]1CCN(C(=O)c2[nH]nc3ccccc32)C1,245.78,train
CCCCOCCCNC(=O)CNC(=O)CN,153.52,train
O=C(NCc1cc(Cl)ccc1OC(F)F)NC[C@H](O)c1ccccc1F,222.19,train
C[C@H]1CC[C@@](C)(C(=O)N(C)C[C@@H]2CCN2Cc2ncnn2C)C1(C)C,235.81,train
CC[C@@](C)(O)CSc1ccc(Cl)cn1,154.87,train
CC[C@@H](Cn1c(C(=O)NC(C)C)nnc1N1CCN(c2ccccn2)CC1)Oc1cccc(F)c1,324.64,train
CC(C)CN1C[C@H]2CN(c3nnc(CC4CC4)n3CCCCNC(=O)OC(C)(C)C)CCN2C1=O,327.47,train
CNS(=O)(=O)NC(C)(C)c1ncc[nH]1,121.31,train
CCCSCC(=O)N1CCC[C@@H](O)C1,140.27,train
COC(=O)c1cn(CC(=O)N2CCN(CC(=O)N[C@H]3CCC[C@@H](C)C3)CC2)nn1,256.74,train
CO[C@@H](C)CO[C@@H](C)COCC1COC1,135.69,train
C[C@@]1(C(=O)NC2CN(Cc3nc4ccccc4o3)C2)CCNC1=O,213.17,train
C/C=C/C(=O)N(CCC)[C@H](C)C(=O)OC,140.41,train
O=C(N[C@@H]1CCCC1(F)F)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,149.52,train
CO[C@@H]1CCC[C@H](N[C@@H]2CC2(F)F)C1,118.44,train
CCCOC(=O)c1cnc(Cl)c(N)c1,133.38,train
CCOC(=O)COCCS[C@H](C)C(=O)OC,146.66,train
CN(C(=O)c1snnc1C(C)(C)C)[C@H]1CC1(C)C,177.55,train
CN(CC(=O)N1CCC1)CC(C)(C)O,130.05,train
Cc1ccc(-c2noc(C3CCN(S(=O)(=O)c4cc(F)ccc4F)CC3)n2)cc1,266.12,train
CC[C@](C)(O)Cn1c([C@@H]2CCCN(C(=O)OC(C)(C)C)C2)nnc1N1CCC(OCCOC)CC1,325.57,train
O=C(NCCNS(=O)(=O)Cc1ccon1)c1cccc(CN2CCS(=O)(=O)CC2)c1,269.71,train
COc1ccncc1Nc1cccs1,146.51,train
CCOC(=O)[C@H]1CCCN1CCSC,139.23,train
C[C@@H]1CC[C@H](CCC(=O)NCC2CCC(CNC(=O)CC[C@H]3CC[C@@H](C)O3)CC2)O1,282.52,train
CN(CCC(F)(F)F)c1nnc(-c2cnn(C)c2)n1C[C@@H]1C[C@H]2COC[C@@H]2N1C(=O)OC(C)(C)C,292.9,train
COc1ccc([C@H](C)NC(=O)[C@H]2CS[C@]3(c4ccc(F)cc4)CCC(=O)N23)cc1,262.73,train
Cc1ccc(CC(=O)N2C[C@H]3CN(c4nccnc4F)C[C@@]3(C)C2)cc1C,258.54,train
CCOC(=O)c1c(C)csc1NC(=O)C(=O)N[C@@H](CC)c1cccs1,248.04,train
COc1ccc(-c2nc(Cc3noc(-c4ccc(-n5cncn5)cc4)n3)co2)cc1,304.07,train
CN(CCCn1c(-c2cccnc2)nnc1N1CCc2[nH]c(=O)c(C#N)cc2C1)C(=O)OC(C)(C)C,343.79,train
O=C1[C@@H]2[C@@H]3CCC[C@@H]3CN2C(=O)N1c1cccc(COc2ccc(F)cc2)c1,246.28,train
NS(=O)(=O)CCCN1CC[C@@H](F)C1,112.49,train
CC(C)(C)OC(=O)N1CCC[C@H]1CNC(=O)N[C@H]1CCCOc2ccccc21,257.8,train
CCC[C@H](OC)C(=O)Nc1ccc(Cl)cc1Cl,174.13,train
CC(C)[C@@H](F)C(=O)O[C@H]1CCC1(C)C,123.67,train
COCC1(Cn2c([C@@H]3CCCN3C(=O)OC(C)(C)C)nnc2N2CCC(CO)CC2)CCOCC1,315.55,train
N#Cc1ccccc1Oc1ccc(NC(=O)[C@H]2CN(Cc3ccccc3)CCO2)cc1,301.18,train
Cc1cc(F)cc(C[N@H+]2C[C@H]3CN(C(=O)C4CCC4)C[C@@]3(C(=O)[O-])C2)c1,230.75,train
O=C(NC[C@@H]1C=CCC1)Nc1cscc1Cl,162.33,train
CC/C=C/CNC(=O)Nc1ncc(Cl)cc1CC,183.42,train
CCc1ncncc1C(=O)N[C@H](C)CCCCNCc1nocc1C,231.37,train
O=S(=O)(Cc1cccc(F)c1)N1CC[C@H]1C(F)(F)F,147.65,train
CS[C@@H](C)C(=O)N[C@@H](C)C1(CO)CC1,138.35,train
CC[C@@H](c1nnc(N2CCN(C)C(=O)[C@@H]2C)n1CC1CN(C(=O)OC(C)(C)C)C1)c1ccccc1,322.79,train
O=C(c1ccc(N2CCNC2=O)cc1)N1CC[C@@](F)(c2cccc(C(F)(F)F)c2)C1,256.61,train
CCC(CC)NC(=O)c1nnc(N2CCC(C(=O)N3CCCCC3)CC2)n1CCC1CCOCC1,338.2,train
COCCO[C@@H]1CCCN(c2nnc(Cc3c(F)cccc3F)n2CC2CCN(C(C)=O)CC2)C1,309.58,train
Cn1cccc1-c1nnc(N2CCC[C@H](CNC(=O)OC(C)(C)C)C2)n1CC1(C(N)=O)CCCC1,319.79,train
CC(C)(C)OC(=O)N1CC(Cn2c([C@@H]3CCS(=O)(=O)C3)nnc2N2CCOCC2)C1,264.05,train
CCc1nnc(CNC(=O)N[C@@H]2C[C@@H](OCc3ccccc3)C2(C)C)[nH]1,236.3,train
COc1ccc(C2CCN(C(=O)C(=O)NCCc3cn(C)cn3)CC2)cc1,256.97,train
CCc1csc(N[C@@H]2CC[S@](=O)C2)n1,149.62,train
C[C@H]1OC(=O)N(CC(=O)N(C)C)C1=O,107.89,train
C[C@@H](CCO)SCc1cncn1C,134.18,train
Cc1ccc(NC(=O)NC[C@@H]2CCCN(c3nnc(CC(C)C)n3C[C@]3(O)CCO[C@H]3C)C2)cc1,334.99,train
CNC(=O)[C@H](C)CN(C)C(=O)[C@H](C)CC1CCCC1,182.15,train
C[C@@H](C(=O)NCc1ccccc1)N(Cc1ccc(Cl)cc1)C(=O)Cc1ccc(Cl)cc1,309.21,train
Cc1cc(NC(=O)c2ccc(OC(C)(C)C)cc2)n(-c2ccccn2)n1,267.45,train
COc1ccc([C@@H](NC[C@@H](O)Cn2cccn2)c2ccccc2Cl)c(C)c1,263.38,train
O=C(NCCCc1ccc(Cl)cc1)c1ccc(N2CCCCS2(=O)=O)cc1,274.22,train
CCn1ncnc1N1CCSC[C@H]1C,136.3,train
NC(=O)[C@@H]1CC[C@@H]1C(=O)N[C@H](CO)c1ncc[nH]1,147.44,train
Cc1cccc(CC(=O)N[C@@H]2CN(Cc3nc(C(C)C)no3)C[C@@H]2O)c1,238.1,train
O=c1[nH]c2cccc(NCc3cscn3)c2o1,155.88,train
Cc1nccc(N2CCN(c3nnc(CC(C)(C)C)n3Cc3cccnc3OCC(F)F)CC2)n1,319.25,train
C[C@H]1Cc2cccc(C(=O)NCc3cc([N+](=O)[O-])cc(C(F)(F)F)c3)c2O1,223.19,train
Cc1ccc(SCc2nnc(N3CCN(c4ncccn4)CC3)n2CCC(=O)NC(C)(C)C)cc1,353.9,train
COc1ccc(OC(=O)c2cnn(-c3ccccc3)c2C2CC2)cc1[N+](=O)[O-],262.87,train
Cc1nn(C)c(C)c1Cn1c([C@@H]2COCCN2C(=O)OC(C)(C)C)nnc1N(C)Cc1ccccn1,322.9,train
CC(C)CCN(C)C(=O)[C@@H]1CCNC(=O)C1,148.31,train
CS(=O)(=O)NCCN1CCC(F)CC1,124.05,train
CC[C@H](C)NC(=O)CCn1c(-c2cc(C)nc3ccccc32)nnc1N1C[C@H](COC)O[C@@H](C)C1,346.33,train
C[C@H]1[C@@H](NC(=O)c2ccc3[nH]ccc3n2)CCCN1C(=O)C(N)=O,217.15,train
Cc1cc(CC(=O)N[C@@H]2C[C@H](C)N(C(=O)C(=O)C(C)(C)C)C2)n[nH]1,217.14,train
CC(C)N(C[C@@H](O)[C@@H](C)O)C1COC1,125.5,train
Cc1sccc1NC(=O)Cn1nccc1N,150.97,train
CC[C@H](SC)C(=O)NC[C@H]1CCSC1,150.57,train
C[C@H](F)CCN1CC[C@@H](C)[S@](=O)CC1,138.22,train
Cc1nn(Cc2ccccc2)c(C)c1Cn1c(C(=O)NC(C)C)nnc1N1CC(C)(C)OC[C@@H]1C,333.36,train
CCC(C)(C)OCc1cccc(NC(=O)c2ccc3c(c2)NC(=O)CNC3=O)c1C,300.52,train
COCC1(Cn2c(C3CCN(c4ncccn4)CC3)nnc2N(C)CC(=O)NC(C)C)CCCCC1,343.52,train
Cc1nnsc1C(=O)NC[C@@H]1CC[C@H](NC(=O)Cc2cc[nH]n2)C1,218.78,train
C[C@H]1CSC[C@H]1NC(=O)NC1CCC1,140.86,train
O=C(CCNC(=O)C(=O)NCC[C@H]1CCC2(CCC2)O1)Nc1ccccc1,248.9,train
Cc1cc(C(=O)N2CCOC3(CN(Cc4cnc(C)o4)C3)C2)[nH]n1,209.92,train
COC(=O)c1coc(-c2noc(C3CCN(C(=O)N(C)Cc4ccccc4)CC3)n2)c1,285.33,train
CCC1(CC)CCN(C(=O)C2=CCOCC2)CC1,172.73,train
O=C(CCC(=O)N1CCOCC1)Nc1ccccc1NCC1CCCCC1,257.55,train
CC(C)C[C@@H]1C[C@H]1C(=O)N1CCC(C)(NC(=O)Cc2cnc[nH]2)CC1,231.89,train
CC(C)[C@H](Cc1ccc(F)cc1)N(C)C(=O)N[C@@H]1CCN(c2ccccc2F)C1=O,272.67,train
Cc1ccc(OCCN(C)c2nnc([C@@H]3CCC(=O)N3)n2CC2CCN(CC(F)(F)F)CC2)cc1,306.97,train
CNC(=O)[C@H]1CCCN(c2nnc(COc3cc(C)cc(C)c3)n2CCCOC2CCOCC2)C1,329.69,train
CC[C@H](CC(C)C)C(=O)N(C)Cc1cccc(F)c1,181.74,train
COCCOCCn1c(-c2ccc(C(C)(C)C)cc2)nnc1N1CCO[C@](C)(c2cnn(C)c2)C1,343.31,train
CCCn1nc(-c2nnc(NC(C)(C)C)n2Cc2cccs2)c2ccccc2c1=O,308.21,train
C#CCNC(=O)NCC1([S@@](C)=O)CC1,131.63,train
CC(=O)NC[C@@H](C)OC(=O)c1ccc(C)c(C#N)c1,176.96,train
CC(C)(C)OC(=O)[C@@H]1CCCN1Cc1cncs1,169.24,train
O=C(COc1ccccc1)N1CC[C@H](NC(=O)N2CCO[C@H](C3CC3)C2)C1,242.91,train
CC[C@H](Nc1cccc2c1NC(=O)CO2)[C@@H]1C[C@H]1C,183.04,train
C[C@H]1CSC[C@H]1Nc1ccc(F)nn1,132.66,train
CCCCOc1ccc(OC)cc1NC(=O)C(=O)NCCc1nnc[nH]1,243.32,train
CN(C[C@H]1CCN(C(=O)c2cn[nH]c2)C1)C(=O)c1cnc2n1CCC2,219.32,train
Cc1ccc(C(=O)N[C@@H](C)[C@@H](C)CO)o1,139.2,train
c1cnc(-c2nn[nH]n2)c(N[C@@H]2CCOC2)n1,147.73,train
N#CCCSCCCC1CCCC1,138.76,train
CC(CO)(CO)C(=O)OCCCC#N,112.5,train
C[C@H]1C[C@@H](Nc2cnc(F)cn2)CS1,136.04,train
CO[C@@H](C)COC(=O)[C@@H]1CCCS1,124.89,train
Cc1ccc(OCc2nnc(N3CCC[C@H](CNC(=O)C(C)(C)C)C3)n2C[C@]2(O)CCOC2)cc1C,335.29,train
O=C(CCn1cnnn1)N[C@H]1C[C@@H](O)C12CCC2,148.07,train
C[C@@H]1C[C@H](C)N1C(=O)NOC/C=C/Cl,135.89,train
CC[C@H](C)Sc1ccc(F)cc1,125.72,train
CCOc1cc(C(=O)N2CC[C@@H](C)C(C)(C)C2)ccc1OCC(=O)N1CCCCC1,291.38,train
Cc1cc(C(=O)N2C[C@@H](C)[C@H](NC(=O)CCc3cnn(C)n3)C2)[nH]n1,223.55,train
O=C1[C@@H](c2nc(-c3ccc(OC(F)F)cn3)no2)CCCN1c1ccccc1,243.31,train
O=C(CC1CSC1)N[C@H]1[C@@H]2CCC[C@@H]21,139.82,train
COc1ccc([C@H](C)CCn2c([C@@H]3CCC(=O)N3)nnc2N2CCCN(C(=O)C(C)C)CC2)cc1,331.62,train
CN(CC(=O)Nc1ccccc1)C(=O)c1cc(OCc2ccccc2)ccc1[N+](=O)[O-],295.29,train
CC[C@@H](C)[C@H](C)C(=O)N(C)C1CCN(c2ncnc3c2CCC3)CC1,242.43,train
COCC(=O)N[C@@H](C)CCNC(=O)[C@H](C)NC(=O)c1cccs1,216.44,train
Cc1ccc([N+](=O)[O-])cc1NC(=O)C(=O)N[C@@H]1CCCC[C@@H]1Oc1ccccc1C,282.81,train
CC(C)[C@H](NC(=O)C(=O)Nc1c[nH]nc1-c1ccccc1)c1ccc(F)cc1F,263.0,train
CO[C@@H]1CN(c2nnc(Cc3ccccc3F)n2C[C@H](C)CN(C)C(=O)OC(C)(C)C)C[C@@H]1OC,314.07,train
CC(=O)N1CCCCC[C@@H]1C1CCN(C(=O)N[C@H](c2cccnc2)C2CC2)CC1,268.6,train
COc1ccccc1CCN(C)C(=O)C(=O)Nc1cccc2c1CN([C@H](C)C(C)C)C2,311.57,train
CCOc1ccccc1OCc1nnc(N2CCN3C(=O)C(=O)NC[C@@H]3C2)n1CC(=O)N(C)C,294.01,train
CC[C@](C)(CO)NC(=O)CCC(N)=O,122.58,train
CCN(CC)C(=O)CS[C@H](C)CCO,144.95,train
O=C1NCCN1[C@@H]1CCCN(Cc2ccc(-c3ccccc3F)o2)C1,237.86,train
Cc1cc(Cn2c(C3CCN(C(=O)OC(C)(C)C)CC3)nnc2N(C)CC(=O)NC(C)(C)C)on1,320.48,train
CC(C)(C)OC(=O)N1CCC(c2nnc(N3CCC(C(N)=O)CC3)n2Cc2cccc(F)c2)CC1,315.43,train
C[C@@H]1C[C@H]1C(=O)N(C)C1CN(CCO)C1,139.38,train
CO[C@@H](C)CNS(=O)(=O)c1ncc[nH]1,121.83,train
C[C@H](NC(=O)C1CCN(S(=O)(=O)Cc2c(F)cccc2Cl)CC1)c1ccc(C(C)(C)C)cc1,320.24,train
C[C@@H]1[C@@H](NC(=O)C(C)(C)[C@H]2CCCCO2)CCN1c1cncc(Cl)n1,234.95,train
C[C@@]1(O)CCCN(C(=O)C(=O)N2CCC(C3CCCCC3)CC2)CC1,236.52,train
Cc1cc(NC(=O)CN2CC[C@@](C)(NC(=O)[C@@H]3C[C@H]3C)C2)n(C)n1,226.32,train
CC(C)(C)[C@H](NC(=O)OC1CCCC1)C(=O)N1C[C@H](O)C[C@H]1C(=O)NC[C@H]1CNC(=O)CO1,282.82,train
CCNc1ccc(C(=O)NCc2ccc(OCC)c(F)c2)cc1[N+](=O)[O-],250.02,train
C[C@@H](NC(=O)c1cccn1C)[C@@H]1CN(C(=O)c2ccnnc2)CCO1,218.26,train
CC(C)CC[C@](C)(O)Cn1c(C(=O)Nc2ccccn2)nnc1N1CCN([C@@H](C)C(F)(F)F)CC1,318.52,train
CC(C)(CF)NC(=O)NC/C=C/Cl,117.57,train
CC[C@H](C)CC(=O)N(C)CCCSC,150.28,train
COC(=O)[C@@H](C)Sc1ncccc1F,128.32,train
COC(=O)C(C)(C)CSC[C@H](C)O,128.4,train
C[C@H](CN1CCO[C@H]2C[C@H]21)C(F)(F)F,105.4,train
CCCCCNC(=O)c1scnc1Cl,143.9,train
C#CCNS(=O)(=O)CC[C@H]1CC1(Cl)Cl,134.96,train
CCCN(CC(N)=O)c1ncnc2c1CCCC2,167.2,train
O=C(NC[C@@H]1CCO[C@H]1c1ccc(F)cc1)C(=O)Nc1ccc(-c2ccc[nH]2)cc1,299.4,train
CCC[C@@H](O)CN1CCC[C@@H]1C(F)F,118.47,train
CC(C)=CCSc1cccs1,136.23,train
COCCO[C@@H]1CCCN(c2nnc([C@H]3COCCN3C(=O)OC(C)(C)C)n2C[C@@H]2CC2(C)C)C1,318.74,train
COc1cc(/C=C2/S/C(=N\c3ccc(C)cc3)N(C)C2=O)ccc1OCc1cccc(C)c1,404.31,train
O=C(NCc1cnc(Cl)s1)c1cnc(C2CC2)nc1,188.93,train
O=C(CCN1CCCS1(=O)=O)NC[C@@H]1CC[C@@H](O)C1,167.61,train
CCCC[C@H]([NH2+]CC(C)(C)F)C(=O)[O-],122.94,train
COC(=O)c1ccc(S(=O)(=O)N[C@@H]2CCC[C@H]2Cc2ccccc2)cc1,246.37,train
Cc1nc2c([nH]1)CC[C@H](C(=O)NC1CN(C(=O)c3ccon3)C1)C2,211.06,train
Cc1nn(C)c(C)c1CN(C)c1nnc(-c2cnccn2)n1C[C@H]1CCCN(C(=O)OC(C)(C)C)C1,337.86,train
COCCN1C(=O)CCc2cc(NC(=O)N[C@@H](C)c3ccccc3OC)ccc21,283.15,train
COc1ccc(O)c(C(=O)OC[C@H]2CNC(=O)O2)c1,158.77,train
CCc1coc(NC(=O)C(C)(F)F)n1,109.69,train
Cc1cncc(C(=O)Nc2cccc(COCC(F)(F)C(F)F)c2)c1,215.69,train
CCC[C@H](OCC(C)(C)O)[C@@H](C)CC,140.76,train
Cc1cn(C)nc1C(=O)NC[C@H]1COCCN1Cc1ccnn1C,219.1,train
CC/C=C/CCn1nnc2sc(C)c(C)c2c1=O,192.23,train
CN(C)S(=O)(=O)NCC(=O)NC[C@H]1CN(Cc2ccncc2)CCO1,223.38,train
CC(C)[C@@H](Cn1c([C@@H]2CCOC2)nnc1N(C)C1CCC2(CC1)OCCO2)NC(=O)OC(C)(C)C,318.13,train
CC(C)NC(=O)c1nnc(N2CC[C@H](NC(=O)OC(C)(C)C)C2)n1C[C@@H]1CCCO[C@H]1C(C)(C)C,331.5,train
COCCO[C@H](C)c1nnc(N2CCN(c3ccc(C(N)=O)cc3)CC2)n1CC(C)(C)C(F)(F)F,315.93,train
CO[C@@H]1CCC[C@H]1CNc1cc(NC2CC2)ncn1,186.39,train
COc1cc(C(=O)N(C)CCCc2cc(-c3ccccc3)n[nH]2)c([N+](=O)[O-])cc1OC,302.45,train
O=C(CN1CC=C(c2c[nH]c3ccccc32)CC1)NCCOc1cccc(F)c1,277.51,train
C[C@@H]1CCC[C@H](OCC(=O)Nc2ccc[nH]c2=O)C1,179.01,train
FC1CCN(Cc2nncs2)CC1,118.24,train
CC(=O)N1CC[C@@H](CN(C)c2nnc([C@@H]3CCCCO3)n2Cc2ccc(NC(=O)NC(C)C)cc2)C1,339.21,train
CO[C@@]12CCC[C@]1(C(=O)N1CCCN(C(=O)CNC(C)=O)CC1)CCO2,226.17,train
c1coc(CSCCn2cncn2)c1,135.45,train
C[C@H]1CN(c2nnc([C@H]3CCCCO3)n2CCCOC[C@@H]2CCOC2)CCN1C(=O)OC(C)(C)C,320.55,train
